question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_dominant_particle_family,trace_hotspot_quadrant,trace_fiber_tint,trace_bead_count,trace_bead_count_bin,trace_clogging_state,trace_qc_action,trace_density_index
mpq_6f0176369e2cf3,mem_scene_00260,images/mem_scene_00260.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,7,0-12,patchy multi-zone clogging,reimage focus,77
mpq_31adc00e4f5e92,mem_scene_00260,images/mem_scene_00260.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,D,medium,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,7,0-12,patchy multi-zone clogging,reimage focus,77
mpq_4fcc56c3468c13,mem_scene_00260,images/mem_scene_00260.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,7,0-12,patchy multi-zone clogging,reimage focus,77
mpq_c87d87be774406,mem_scene_00261,images/mem_scene_00261.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_b00e4b84e6f9a1,mem_scene_00261,images/mem_scene_00261.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_ddcc0c25060dfc,mem_scene_00261,images/mem_scene_00261.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_2e94227843239e,mem_scene_00261,images/mem_scene_00261.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_5b12ce3faa848c,mem_scene_00261,images/mem_scene_00261.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,D,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_0b629b6b9a6434,mem_scene_00261,images/mem_scene_00261.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,glare,hotspot_upper_right,standard,fragments,upper_right,blue,4,0-12,patchy multi-zone clogging,reimage focus,87
mpq_b784e05711c25a,mem_scene_00262,images/mem_scene_00262.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_12f0f784c9c7f1,mem_scene_00262,images/mem_scene_00262.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_0f14a778df9f49,mem_scene_00262,images/mem_scene_00262.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_f9a16222c12da0,mem_scene_00262,images/mem_scene_00262.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_a2b243b234c3aa,mem_scene_00262,images/mem_scene_00262.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,D,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_b8b6b0cc18f92d,mem_scene_00262,images/mem_scene_00262.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_upper_right,standard,beads,upper_right,blue,5,0-12,patchy multi-zone clogging,reimage focus,80
mpq_06f506875a6a10,mem_scene_00263,images/mem_scene_00263.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_68349fb6be12c2,mem_scene_00263,images/mem_scene_00263.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_68c10ed1e88b20,mem_scene_00263,images/mem_scene_00263.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_93813632cf6b24,mem_scene_00263,images/mem_scene_00263.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_920ca086a1c177,mem_scene_00263,images/mem_scene_00263.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,D,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_b7ab4838bed899,mem_scene_00263,images/mem_scene_00263.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_upper_right,standard,films,upper_right,blue,6,0-12,patchy multi-zone clogging,reimage focus,89
mpq_fb34484b7ff261,mem_scene_00264,images/mem_scene_00264.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_5e3c655d190e03,mem_scene_00264,images/mem_scene_00264.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_27694eb022b0d9,mem_scene_00264,images/mem_scene_00264.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_6ca4c54de226a4,mem_scene_00264,images/mem_scene_00264.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_e59c33f2bb8617,mem_scene_00264,images/mem_scene_00264.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_567346ee65b8fd,mem_scene_00264,images/mem_scene_00264.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,glare,hotspot_lower_left,standard,fibers,lower_left,blue,7,0-12,open pores,reimage focus,77
mpq_15a27b069251d5,mem_scene_00265,images/mem_scene_00265.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_c1bdb55971a78c,mem_scene_00265,images/mem_scene_00265.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_7a275fb7bf7648,mem_scene_00265,images/mem_scene_00265.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_14c9d6c8016e1a,mem_scene_00265,images/mem_scene_00265.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_9028889e32142a,mem_scene_00265,images/mem_scene_00265.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_29b68b3f9fdee1,mem_scene_00265,images/mem_scene_00265.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,low_contrast,hotspot_lower_left,standard,fragments,lower_left,blue,5,0-12,open pores,reimage focus,88
mpq_2afad7dd7efed7,mem_scene_00266,images/mem_scene_00266.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_217e2357c08a3d,mem_scene_00266,images/mem_scene_00266.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_e1a27eed4bf551,mem_scene_00266,images/mem_scene_00266.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_ddefe3bdfd46da,mem_scene_00266,images/mem_scene_00266.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_650eb73eae15b4,mem_scene_00266,images/mem_scene_00266.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_0ce501ca2dc83e,mem_scene_00266,images/mem_scene_00266.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_left,standard,beads,lower_left,blue,6,0-12,open pores,count now,76
mpq_13196185fa6244,mem_scene_00267,images/mem_scene_00267.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_2d311bd4327fbc,mem_scene_00267,images/mem_scene_00267.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_2f8fe524474757,mem_scene_00267,images/mem_scene_00267.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_3fb011080f546d,mem_scene_00267,images/mem_scene_00267.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_6f8d5b551f0bee,mem_scene_00267,images/mem_scene_00267.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_3b884416954129,mem_scene_00267,images/mem_scene_00267.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,overloaded,hotspot_lower_left,standard,films,lower_left,blue,7,0-12,open pores,dilute and refilter,111
mpq_da917b89c96a2a,mem_scene_00268,images/mem_scene_00268.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_c2c7dd61ba49f8,mem_scene_00268,images/mem_scene_00268.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_0fe11ee8457902,mem_scene_00268,images/mem_scene_00268.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_656434f73627c2,mem_scene_00268,images/mem_scene_00268.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_4107b4caf5ddca,mem_scene_00268,images/mem_scene_00268.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_ad01f9fd63ad92,mem_scene_00268,images/mem_scene_00268.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_lower_right,standard,fibers,lower_right,blue,6,0-12,open pores,count now,76
mpq_eb7aa52b1d2513,mem_scene_00269,images/mem_scene_00269.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_3d833a4f56cdb4,mem_scene_00269,images/mem_scene_00269.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_e31c301737427f,mem_scene_00269,images/mem_scene_00269.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_861aa1caa2a84a,mem_scene_00269,images/mem_scene_00269.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_c4901b4787e291,mem_scene_00269,images/mem_scene_00269.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_1bd3f89732119b,mem_scene_00269,images/mem_scene_00269.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_lower_right,standard,fragments,lower_right,blue,7,0-12,open pores,count now,90
mpq_627f5919b9a537,mem_scene_00270,images/mem_scene_00270.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_a4ff546f3a5a8e,mem_scene_00270,images/mem_scene_00270.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_0550dda0387443,mem_scene_00270,images/mem_scene_00270.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_9603c99fd81888,mem_scene_00270,images/mem_scene_00270.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_bf353b35bf0fb6,mem_scene_00270,images/mem_scene_00270.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_9f7c2daf710cd3,mem_scene_00270,images/mem_scene_00270.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_lower_right,standard,beads,lower_right,blue,5,0-12,open pores,count now,80
mpq_024c1b91eb1294,mem_scene_00271,images/mem_scene_00271.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_c41c143a7a7b6d,mem_scene_00271,images/mem_scene_00271.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_0730f0522234b7,mem_scene_00271,images/mem_scene_00271.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_520f69d9b8f10f,mem_scene_00271,images/mem_scene_00271.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_00c6d63188d671,mem_scene_00271,images/mem_scene_00271.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_c95a84d5f0b4fb,mem_scene_00271,images/mem_scene_00271.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,easy,clear,hotspot_lower_right,standard,films,lower_right,blue,5,0-12,central mat clogging,dilute and refilter,88
mpq_467a3bbca74ccf,mem_scene_00272,images/mem_scene_00272.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_2e37e8820eb391,mem_scene_00272,images/mem_scene_00272.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_b1c3ab5eb12ae0,mem_scene_00272,images/mem_scene_00272.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_d1983c489694b4,mem_scene_00272,images/mem_scene_00272.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_4f438cb67e3364,mem_scene_00272,images/mem_scene_00272.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_a0dc30327ec0b7,mem_scene_00272,images/mem_scene_00272.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,easy,overloaded,hotspot_upper_left,standard,fibers,upper_left,red,6,0-12,open pores,dilute and refilter,94
mpq_ee0c70c7f6877c,mem_scene_00273,images/mem_scene_00273.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_6f2c678356674c,mem_scene_00273,images/mem_scene_00273.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_4cbe4a7f17cd4b,mem_scene_00273,images/mem_scene_00273.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_55607825f892e2,mem_scene_00273,images/mem_scene_00273.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_e53dcc32dc3bd1,mem_scene_00273,images/mem_scene_00273.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_e43eb80794ef60,mem_scene_00273,images/mem_scene_00273.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,clear,hotspot_upper_left,bubble_ring,fragments,upper_left,red,6,0-12,open pores,manual review,89
mpq_ff7f2857b55ca7,mem_scene_00274,images/mem_scene_00274.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_8cbc290e6e436f,mem_scene_00274,images/mem_scene_00274.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_e24c25d5db7d95,mem_scene_00274,images/mem_scene_00274.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_48ad39a57e5893,mem_scene_00274,images/mem_scene_00274.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_602353edecd9b8,mem_scene_00274,images/mem_scene_00274.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_0d1ae807c5412f,mem_scene_00274,images/mem_scene_00274.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_upper_left,standard,beads,upper_left,red,6,0-12,open pores,count now,76
mpq_10e8c320d21482,mem_scene_00275,images/mem_scene_00275.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_091e810f1a5ca2,mem_scene_00275,images/mem_scene_00275.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_1414156ff8b2f4,mem_scene_00275,images/mem_scene_00275.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_e93cd13dfe7aef,mem_scene_00275,images/mem_scene_00275.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_0c3c19349906d1,mem_scene_00275,images/mem_scene_00275.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_5346d832dc1d13,mem_scene_00275,images/mem_scene_00275.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,clear,hotspot_upper_left,bubble_ring,films,upper_left,red,4,0-12,light edge clogging,manual review,87
mpq_566f128cebff28,mem_scene_00276,images/mem_scene_00276.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_c565721df3b948,mem_scene_00276,images/mem_scene_00276.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_315ae51db8af2f,mem_scene_00276,images/mem_scene_00276.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_6652f6f199d6df,mem_scene_00276,images/mem_scene_00276.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_a5e58d64fadbd4,mem_scene_00276,images/mem_scene_00276.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_ce28012a0f874d,mem_scene_00276,images/mem_scene_00276.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,biofilm,hotspot_upper_right,bubble_ring,fibers,upper_right,red,5,0-12,light edge clogging,manual review,75
mpq_6a024967e93bdc,mem_scene_00277,images/mem_scene_00277.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,easy,biofilm,hotspot_upper_right,standard,fragments,upper_right,red,4,0-12,light edge clogging,manual review,87
mpq_7f958b8f7e6c5e,mem_scene_00277,images/mem_scene_00277.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,easy,biofilm,hotspot_upper_right,standard,fragments,upper_right,red,4,0-12,light edge clogging,manual review,87
mpq_ef01d53de917fa,mem_scene_00277,images/mem_scene_00277.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,easy,biofilm,hotspot_upper_right,standard,fragments,upper_right,red,4,0-12,light edge clogging,manual review,87
mpq_c074bdc3ed9896,mem_scene_00277,images/mem_scene_00277.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,biofilm,hotspot_upper_right,standard,fragments,upper_right,red,4,0-12,light edge clogging,manual review,87
mpq_ad066740b09afc,mem_scene_00277,images/mem_scene_00277.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,biofilm,hotspot_upper_right,standard,fragments,upper_right,red,4,0-12,light edge clogging,manual review,87
